,PlatformWorkedWith,Windows,iOS,AWS,Docker,Linux,MacOS,Android,WordPress,Raspberry Pi,Heroku,Google Cloud Platform,Kubernetes,Arduino,Slack Apps and Integrations,Microsoft Azure,IBM Cloud or Watson
32517,Android;iOS;Linux;Windows,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
32518,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32519,AWS;Docker;Google Cloud Platform;MacOS;Microsoft Azure;Windows,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
32520,Android;iOS,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32521,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32522,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32523,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32524,Android;Arduino;AWS;Google Cloud Platform;iOS;Linux;MacOS;Microsoft Azure;Raspberry Pi;Windows,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
32525,Android;Arduino;Linux;Raspberry Pi,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
32526,Arduino;Docker;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
32527,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32528,AWS;Docker;iOS;Linux;MacOS;Windows;WordPress,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
32529,AWS;Docker;Linux;Windows,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32530,Android;Windows;WordPress,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
32531,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32532,Android;AWS;Docker;Google Cloud Platform;iOS;MacOS,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0
32533,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32534,AWS;Docker;Google Cloud Platform;Kubernetes;MacOS,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0
32535,Arduino;AWS;Docker;Kubernetes;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0
32536,Arduino;AWS;Docker;Heroku;Linux;MacOS;Raspberry Pi;Windows,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0
32537,AWS;Linux;Raspberry Pi;Windows,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
32538,Arduino;Docker;Linux;Raspberry Pi;Windows,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
32539,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32540,Android;Linux;Windows,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
32541,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32542,Docker;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
32543,Android;Docker;iOS;Microsoft Azure,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0
32544,Docker;Linux;Microsoft Azure,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
32545,Android;Raspberry Pi;Slack Apps and Integrations;Windows,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
32546,Arduino;Linux;MacOS;Windows,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
32547,Google Cloud Platform;MacOS;Windows;WordPress,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
32548,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32549,AWS;Heroku;Windows,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
32550,Android;Arduino;AWS;Google Cloud Platform;iOS;MacOS;Slack Apps and Integrations;Windows,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0
32551,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32552,Linux;MacOS,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32553,Slack Apps and Integrations;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32554,Android;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
32555,Android;AWS;Docker;iOS;MacOS,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0
32556,AWS;Docker;Kubernetes;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
32557,Android;Arduino;AWS;Docker;Linux;MacOS;Raspberry Pi;Slack Apps and Integrations;Windows,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0
32558,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32559,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32560,Android;AWS;Google Cloud Platform;Linux;MacOS;Raspberry Pi;Windows;WordPress,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0
32561,Android;Microsoft Azure,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32562,Arduino;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
32563,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32564,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32565,Linux;Microsoft Azure;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
32566,iOS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32567,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32568,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32569,Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32570,Android;Docker;Heroku;Linux;MacOS,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
32571,Android;AWS;Docker;Heroku;Raspberry Pi,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
32572,IBM Cloud or Watson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32573,Docker;Slack Apps and Integrations,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
32574,Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32575,Arduino;Windows,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32576,Android;Docker;Linux;Windows,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
32577,Android;MacOS;Microsoft Azure;Windows,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
32578,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32579,AWS;Linux;Windows,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
32580,Heroku;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
32581,Android;AWS;Heroku;Linux,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
32582,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32583,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32584,AWS;Docker;Windows,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
32585,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32586,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32587,AWS;Docker;Kubernetes;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
32588,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32589,Arduino;Docker;iOS;Linux;Raspberry Pi,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0
32590,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32591,Docker;WordPress,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
32592,AWS;Docker;iOS;Microsoft Azure;Windows,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
32593,AWS;Microsoft Azure;Windows,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
32594,Android;Docker;Linux;Windows,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
32595,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32596,Android;AWS;Docker;Google Cloud Platform;Heroku;Linux;WordPress,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0
32597,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32598,Linux;Raspberry Pi,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32599,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32600,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32601,AWS;Docker;Linux,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32602,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32603,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32604,WordPress,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32605,iOS;Windows,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32606,Docker;Linux;Windows;WordPress,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
32607,Android;iOS,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32608,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32609,AWS;Docker;Kubernetes;Linux,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
32610,Arduino;Docker;Google Cloud Platform;Linux;Raspberry Pi,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
32611,AWS;Docker;Google Cloud Platform;Linux;MacOS;Raspberry Pi,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
32612,AWS;Windows,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32613,AWS;Docker;Linux;Raspberry Pi,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
32614,Docker;iOS;Raspberry Pi,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
32615,Android;Arduino;AWS;Google Cloud Platform;Linux;Raspberry Pi;Windows,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
32616,iOS,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32617,Docker;Google Cloud Platform;Linux;Windows,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
32618,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32619,Slack Apps and Integrations,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32620,AWS;Docker;Kubernetes;Linux;Windows,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
32621,iOS;MacOS,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32622,Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32623,Docker,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32624,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32625,Android;Docker;iOS;MacOS;Raspberry Pi;Windows;WordPress,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0
32626,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32627,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32628,Arduino;Linux;Microsoft Azure;Windows,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
32629,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32630,Arduino;AWS;Docker;Linux;MacOS;Raspberry Pi,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0
32631,Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32632,AWS;Docker;Linux,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32633,AWS;Docker;Google Cloud Platform;Heroku;iOS;Kubernetes;Linux;MacOS;Slack Apps and Integrations,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0
32634,Arduino;Windows,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32635,Android;Linux;Windows,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
32636,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32637,Heroku;Linux,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
32638,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32639,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32640,Docker;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
32641,AWS;Docker;Google Cloud Platform;Kubernetes;Linux,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
32642,Android;Arduino;Raspberry Pi,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
32643,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32644,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32645,Android;Docker;Google Cloud Platform;iOS;Kubernetes;MacOS,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0
32646,Google Cloud Platform;Linux,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
32647,Docker;Heroku;MacOS,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
32648,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
32649,AWS;Docker;iOS;Kubernetes;Linux;MacOS,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
32650,Docker;Linux;MacOS;WordPress,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
32651,Android;Docker;Heroku;Linux;Windows,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
32652,Android;AWS;Microsoft Azure;Windows,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
32653,AWS;Heroku,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
32654,Linux;Windows;WordPress,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
32655,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32656,AWS;Docker;Google Cloud Platform;Kubernetes;Linux;MacOS;Raspberry Pi;Windows;WordPress,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0
32657,Android;Linux;MacOS;Windows,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
32658,Microsoft Azure;Raspberry Pi;Windows,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
32659,Google Cloud Platform;Microsoft Azure,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32660,AWS;Docker;Google Cloud Platform;Linux;MacOS,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0
32661,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32662,Docker;iOS;MacOS,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
32663,Android;Linux;Windows,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
32664,AWS;Docker;Linux,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32665,Android;Arduino;AWS;Docker;Heroku;Linux;MacOS;Raspberry Pi;Windows,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0
32666,Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32667,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32668,Docker;Kubernetes;Linux,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
32669,AWS;Docker;Heroku;Microsoft Azure;Slack Apps and Integrations;Windows;WordPress,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0
32670,AWS;Docker;WordPress,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
32671,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32672,Android;Google Cloud Platform;Linux;MacOS;Raspberry Pi,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0
32673,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32674,Heroku;Linux;Windows,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
32675,AWS;Docker;Linux;MacOS;Slack Apps and Integrations,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0
32676,Arduino;Linux;Windows;WordPress,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
32677,Docker;Kubernetes;MacOS;Raspberry Pi,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0
32678,Windows;WordPress,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32679,Arduino;Linux,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
32680,MacOS;Windows,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32681,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32682,Arduino;Windows,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
32683,Docker;Linux;MacOS;Windows;WordPress,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
32684,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32685,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32686,Android;Heroku;Linux;Windows,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
32687,Docker;Kubernetes,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
32688,Heroku;Linux;Windows,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
32689,AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;Slack Apps and Integrations,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
32690,Android;iOS;Linux;MacOS,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0
32691,AWS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32692,Docker;Kubernetes;Linux;Windows,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
32693,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32694,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32695,Android;AWS;Docker;iOS;Linux;MacOS,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
32696,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32697,Linux;MacOS;Windows,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32698,Linux;MacOS;Windows,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32699,Docker,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32700,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32701,AWS;Linux,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
32702,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32703,AWS;Docker;Google Cloud Platform;Kubernetes;Microsoft Azure,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
32704,Docker;Linux;Slack Apps and Integrations;Windows,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
32705,Google Cloud Platform;Linux;MacOS,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
32706,AWS;Docker;Linux;MacOS;Windows,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
32707,Android;Docker;Linux;Raspberry Pi,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
32708,Android;AWS;Linux;Windows,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
32709,Android;Arduino;AWS;Docker;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Windows,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0
32710,Docker;Linux,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
32711,Heroku;Linux;Slack Apps and Integrations,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
32712,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32713,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32714,Heroku;Linux;Windows,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
32715,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32716,Android;AWS;Docker;Google Cloud Platform;iOS;Linux;MacOS;Slack Apps and Integrations;Windows,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0
32717,Arduino;Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
32718,Android;Arduino;Docker;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Windows,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,0
32719,Docker;Windows,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
32720,Android;Arduino;Heroku;iOS;Linux;MacOS;Microsoft Azure;Raspberry Pi;Windows,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0
32721,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32722,AWS;Linux;Raspberry Pi;Windows,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
32723,Docker;Google Cloud Platform;Kubernetes;Linux;MacOS,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0
32724,AWS;Kubernetes;MacOS,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
32725,Android;AWS;Docker;Linux;Microsoft Azure;Windows,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
32726,Docker;Google Cloud Platform;Kubernetes;Linux;Slack Apps and Integrations,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0
32727,Android;AWS;Docker;Heroku;iOS;MacOS,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
32728,AWS;Docker;Google Cloud Platform;Linux;Windows,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0
32729,Docker;Heroku;Linux;MacOS;Windows,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
32730,IBM Cloud or Watson;Microsoft Azure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
32731,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32732,Microsoft Azure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32733,AWS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32734,MacOS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32735,WordPress,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32736,Android;iOS;WordPress,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
32737,Arduino;Raspberry Pi;Windows;WordPress,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
32738,Android;Arduino;Docker;Heroku;Linux;MacOS;Microsoft Azure;Raspberry Pi;Windows,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0
32739,AWS;Docker;Linux,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
32740,Android;Arduino;AWS;Docker;Google Cloud Platform;iOS;MacOS;Microsoft Azure;Raspberry Pi;Windows,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0
32741,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32742,MacOS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32743,AWS;Docker;Linux;MacOS;Windows;WordPress,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0
32744,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32745,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32746,Google Cloud Platform,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32747,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32748,Linux;MacOS,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32749,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32750,Docker;iOS;Linux;MacOS;Windows,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
32751,Linux;Raspberry Pi,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32752,Arduino;iOS;Raspberry Pi;Windows,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
32753,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32754,Android;Docker;Google Cloud Platform;Linux;Raspberry Pi;Windows,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0
32755,Android;Arduino;AWS;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack Apps and Integrations,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
32756,Docker;Google Cloud Platform;Kubernetes;Linux;MacOS,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0
32757,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32758,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32759,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32760,Android;iOS;MacOS;Windows,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
32761,Android;AWS;Docker;Linux;Microsoft Azure;Windows,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0
32762,Docker;Google Cloud Platform;Heroku;Linux;Slack Apps and Integrations;Windows,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
32763,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32764,Linux;MacOS;Slack Apps and Integrations,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
32765,Linux;Raspberry Pi,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32766,Docker;Heroku,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
32767,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32768,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32769,AWS;Linux;MacOS;Windows,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
32770,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32771,Docker;Linux;Microsoft Azure;Windows,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
32772,Linux;Raspberry Pi;Windows,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
32773,Linux;MacOS;Windows,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
32774,Linux;Windows,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32775,Heroku;Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32776,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32777,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32778,Linux,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32779,Microsoft Azure;Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32780,Android;Google Cloud Platform;iOS;Linux;Slack Apps and Integrations,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
32781,Docker;Kubernetes;Linux;Microsoft Azure;Windows,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
32782,Android;Linux,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
32783,Docker;Kubernetes;Microsoft Azure;Windows,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
32784,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32785,Windows,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32786,Android;Linux,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
