,DatabaseWorkedWith,Elasticsearch,Microsoft SQL Server,Oracle,MySQL,PostgreSQL,Redis,SQLite,MariaDB,Firebase,MongoDB,IBM DB2,DynamoDB,Cassandra,Couchbase
20608,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20609,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20610,PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,0,0,0
20611,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20612,MySQL;PostgreSQL;Redis,0,0,0,1,1,1,0,0,0,0,0,0,0,0
20613,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20614,Firebase;Oracle;SQLite,0,0,1,0,0,0,1,0,1,0,0,0,0,0
20615,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20616,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20617,Elasticsearch;MySQL;SQLite,1,0,0,1,0,0,1,0,0,0,0,0,0,0
20618,Couchbase;DynamoDB;Elasticsearch;Firebase;MariaDB;MongoDB;MySQL;Redis;SQLite,1,0,0,1,0,1,1,1,1,1,0,1,0,1
20619,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20620,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20621,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20622,DynamoDB;Elasticsearch;MongoDB;MySQL;Redis,1,0,0,1,0,1,0,0,0,1,0,1,0,0
20623,Firebase;IBM DB2;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,0,1,1,1,1,0,1,0,1,1,1,0,0,0
20624,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
20625,Elasticsearch;Firebase;MongoDB;MySQL,1,0,0,1,0,0,0,0,1,1,0,0,0,0
20626,DynamoDB;Firebase;Microsoft SQL Server;MySQL;Oracle;SQLite,0,1,1,1,0,0,1,0,1,0,0,1,0,0
20627,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20628,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20629,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20630,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20631,MariaDB;MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,1,0,0,0,0,0,0
20632,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20633,Microsoft SQL Server;MongoDB;MySQL;SQLite,0,1,0,1,0,0,1,0,0,1,0,0,0,0
20634,MariaDB;MySQL;SQLite,0,0,0,1,0,0,1,1,0,0,0,0,0,0
20635,Microsoft SQL Server;Redis;SQLite,0,1,0,0,0,1,1,0,0,0,0,0,0,0
20636,Firebase,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20637,Cassandra;Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20638,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20639,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20640,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20641,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,0,1,0,1,1,0,1,0,0,0,0,0,0,0
20642,DynamoDB;Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,1,1,0,1,1,1,1,0,0,0,0,1,0,0
20643,MariaDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,1,0,0,0,0,0,0
20644,Oracle;PostgreSQL;Redis,0,0,1,0,1,1,0,0,0,0,0,0,0,0
20645,Firebase;MariaDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,1,1,0,0,0,0,0
20646,Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,0,0,0,0,0,0
20647,Firebase;SQLite,0,0,0,0,0,0,1,0,1,0,0,0,0,0
20648,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20649,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20650,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20651,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20652,Elasticsearch;MySQL;Oracle;PostgreSQL;Redis;SQLite,1,0,1,1,1,1,1,0,0,0,0,0,0,0
20653,Couchbase;MariaDB,0,0,0,0,0,0,0,1,0,0,0,0,0,1
20654,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20655,Couchbase;MongoDB;PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,1,0,0,0,1
20656,MySQL;Redis,0,0,0,1,0,1,0,0,0,0,0,0,0,0
20657,MongoDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,1,0,0,0,0
20658,Firebase;MongoDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,1,1,0,0,0,0
20659,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20660,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20661,Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;Redis;SQLite,1,1,1,1,0,1,1,1,0,1,0,0,0,0
20662,MongoDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,1,0,0,0,0
20663,Firebase;MySQL,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20664,Cassandra;PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,0,0,0,1,0
20665,Firebase;MySQL;Oracle;PostgreSQL,0,0,1,1,1,0,0,0,1,0,0,0,0,0
20666,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20667,Elasticsearch;Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,1,1,1,1,1,0,1,0,1,1,0,0,0,0
20668,Microsoft SQL Server;SQLite,0,1,0,0,0,0,1,0,0,0,0,0,0,0
20669,MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,0,0,0,0,0
20670,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20671,Elasticsearch;MongoDB;MySQL;Oracle;Redis;SQLite,1,0,1,1,0,1,1,0,0,1,0,0,0,0
20672,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20673,IBM DB2;MySQL,0,0,0,1,0,0,0,0,0,0,1,0,0,0
20674,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20675,Firebase;MongoDB;PostgreSQL;SQLite,0,0,0,0,1,0,1,0,1,1,0,0,0,0
20676,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20677,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20678,MariaDB;Microsoft SQL Server;PostgreSQL;SQLite,0,1,0,0,1,0,1,1,0,0,0,0,0,0
20679,Elasticsearch;Firebase;MongoDB;SQLite,1,0,0,0,0,0,1,0,1,1,0,0,0,0
20680,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20681,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20682,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20683,MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,0,0,0,0,0
20684,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20685,Couchbase;Firebase;MySQL;Redis;SQLite,0,0,0,1,0,1,1,0,1,0,0,0,0,1
20686,DynamoDB;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,0,1,0,1,1,0,1,1,0,0,0,1,0,0
20687,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20688,Firebase;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,1,0,0,0,0,0
20689,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20690,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20691,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20692,DynamoDB;Firebase;MySQL,0,0,0,1,0,0,0,0,1,0,0,1,0,0
20693,DynamoDB;Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,1,0,0
20694,IBM DB2;MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,1,0,0,0
20695,Firebase;SQLite,0,0,0,0,0,0,1,0,1,0,0,0,0,0
20696,MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,0,0,0,0,0
20697,Elasticsearch;Firebase;MySQL;SQLite,1,0,0,1,0,0,1,0,1,0,0,0,0,0
20698,Firebase;MySQL;SQLite,0,0,0,1,0,0,1,0,1,0,0,0,0,0
20699,Firebase;MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,0,1,1,1,1,1,1,1,1,0,0,0,0,0
20700,MongoDB;SQLite,0,0,0,0,0,0,1,0,0,1,0,0,0,0
20701,PostgreSQL;Redis;SQLite,0,0,0,0,1,1,1,0,0,0,0,0,0,0
20702,IBM DB2;Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,1,0,0,0
20703,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20704,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,0,1,0,1,1,0,0,1,0,1,0,0,0,0
20705,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20706,Firebase,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20707,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
20708,DynamoDB;Firebase,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20709,Couchbase;MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,0,0,0,0,0,0,1
20710,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,0,1,0,1,1,0,1,0,0,0,0,0,0,0
20711,MariaDB;MySQL;Oracle,0,0,1,1,0,0,0,1,0,0,0,0,0,0
20712,MySQL;Oracle,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20713,DynamoDB;Elasticsearch;PostgreSQL;Redis,1,0,0,0,1,1,0,0,0,0,0,1,0,0
20714,MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL,0,1,1,1,1,0,0,1,0,0,0,0,0,0
20715,Microsoft SQL Server;MongoDB;Redis,0,1,0,0,0,1,0,0,0,1,0,0,0,0
20716,Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,1,0,0,1,1,1,0,1,0,1,0,0,0,0
20717,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20718,Oracle;PostgreSQL,0,0,1,0,1,0,0,0,0,0,0,0,0,0
20719,Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20720,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20721,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20722,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20723,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20724,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20725,MariaDB,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20726,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20727,Firebase;SQLite,0,0,0,0,0,0,1,0,1,0,0,0,0,0
20728,DynamoDB;Firebase,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20729,Firebase;Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,1,0,0,0,0,0
20730,Elasticsearch;Firebase;MongoDB;PostgreSQL,1,0,0,0,1,0,0,0,1,1,0,0,0,0
20731,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20732,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20733,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20734,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20735,MariaDB;MySQL,0,0,0,1,0,0,0,1,0,0,0,0,0,0
20736,Cassandra;Elasticsearch;PostgreSQL;Redis,1,0,0,0,1,1,0,0,0,0,0,0,1,0
20737,MongoDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,1,0,0,0,0
20738,MongoDB;Oracle;PostgreSQL,0,0,1,0,1,0,0,0,0,1,0,0,0,0
20739,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20740,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20741,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20742,Elasticsearch;MySQL;PostgreSQL,1,0,0,1,1,0,0,0,0,0,0,0,0,0
20743,IBM DB2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20744,MySQL;Oracle,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20745,MySQL;Oracle,0,0,1,1,0,0,0,0,0,0,0,0,0,0
20746,Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,0,0,0,0,0,0
20747,IBM DB2;Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,1,0,0,0
20748,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20749,Microsoft SQL Server;MongoDB;MySQL;SQLite,0,1,0,1,0,0,1,0,0,1,0,0,0,0
20750,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20751,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20752,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20753,DynamoDB;Elasticsearch;Firebase;MariaDB;MySQL;Redis,1,0,0,1,0,1,0,1,1,0,0,1,0,0
20754,Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite,0,1,1,1,0,0,1,0,1,1,0,0,0,0
20755,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20756,MySQL;PostgreSQL;Redis,0,0,0,1,1,1,0,0,0,0,0,0,0,0
20757,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20758,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20759,PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,0,0,0
20760,PostgreSQL;SQLite,0,0,0,0,1,0,1,0,0,0,0,0,0,0
20761,MariaDB;MongoDB;Oracle;PostgreSQL,0,0,1,0,1,0,0,1,0,1,0,0,0,0
20762,Firebase;MariaDB;MySQL;SQLite,0,0,0,1,0,0,1,1,1,0,0,0,0,0
20763,Firebase;MySQL,0,0,0,1,0,0,0,0,1,0,0,0,0,0
20764,MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,0,1,1,1,1,0,1,1,0,0,0,0,0,0
20765,DynamoDB;Elasticsearch;Firebase;MariaDB;MySQL;Redis,1,0,0,1,0,1,0,1,1,0,0,1,0,0
20766,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20767,Elasticsearch;MongoDB,1,0,0,0,0,0,0,0,0,1,0,0,0,0
20768,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20769,MySQL;Oracle;SQLite,0,0,1,1,0,0,1,0,0,0,0,0,0,0
20770,MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,0,0,0,0,0
20771,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20772,Oracle,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20773,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20774,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20775,DynamoDB;Microsoft SQL Server;PostgreSQL;SQLite,0,1,0,0,1,0,1,0,0,0,0,1,0,0
20776,DynamoDB;Microsoft SQL Server;PostgreSQL,0,1,0,0,1,0,0,0,0,0,0,1,0,0
20777,Firebase;MariaDB;MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,1,1,0,0,0,0,0
20778,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20779,MariaDB;MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,1,0,0,0,0,0,0
20780,Elasticsearch;Microsoft SQL Server;MongoDB;PostgreSQL;Redis,1,1,0,0,1,1,0,0,0,1,0,0,0,0
20781,SQLite,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20782,IBM DB2;Microsoft SQL Server;Oracle;PostgreSQL,0,1,1,0,1,0,0,0,0,0,1,0,0,0
20783,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20784,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,0,1,0,1,1,0,0,0,0,1,0,0,0,0
20785,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20786,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20787,DynamoDB;MariaDB;MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,1,0,0,0,1,0,0
20788,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20789,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20790,Microsoft SQL Server;PostgreSQL;Redis,0,1,0,0,1,1,0,0,0,0,0,0,0,0
20791,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20792,Firebase,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20793,Firebase;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,0,0,1,1,1,1,1,1,1,1,0,0,0,0
20794,Microsoft SQL Server;Oracle,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20795,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20796,DynamoDB,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20797,DynamoDB;Firebase;MySQL;PostgreSQL,0,0,0,1,1,0,0,0,1,0,0,1,0,0
20798,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20799,Microsoft SQL Server;MongoDB,0,1,0,0,0,0,0,0,0,1,0,0,0,0
20800,MongoDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,1,0,0,0,0
20801,Microsoft SQL Server;MySQL;PostgreSQL,0,1,0,1,1,0,0,0,0,0,0,0,0,0
20802,Microsoft SQL Server;MongoDB;MySQL,0,1,0,1,0,0,0,0,0,1,0,0,0,0
20803,MongoDB;PostgreSQL;Redis;SQLite,0,0,0,0,1,1,1,0,0,1,0,0,0,0
20804,Elasticsearch;MySQL;PostgreSQL;Redis,1,0,0,1,1,1,0,0,0,0,0,0,0,0
20805,Elasticsearch;Firebase;Redis;SQLite,1,0,0,0,0,1,1,0,1,0,0,0,0,0
20806,Firebase;MySQL;Oracle;Redis,0,0,1,1,0,1,0,0,1,0,0,0,0,0
20807,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20808,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20809,DynamoDB;Firebase;MongoDB;MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,0,1,1,0,1,0,0
20810,Microsoft SQL Server;Oracle,0,1,1,0,0,0,0,0,0,0,0,0,0,0
20811,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20812,Microsoft SQL Server;MySQL;Oracle,0,1,1,1,0,0,0,0,0,0,0,0,0,0
20813,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20814,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20815,Microsoft SQL Server;Redis,0,1,0,0,0,1,0,0,0,0,0,0,0,0
20816,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20817,MariaDB;Microsoft SQL Server;MongoDB;Oracle,0,1,1,0,0,0,0,1,0,1,0,0,0,0
20818,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20819,Cassandra;MariaDB;MySQL;Redis,0,0,0,1,0,1,0,1,0,0,0,0,1,0
20820,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20821,MySQL;Oracle;PostgreSQL,0,0,1,1,1,0,0,0,0,0,0,0,0,0
20822,MariaDB;Microsoft SQL Server;MongoDB;MySQL,0,1,0,1,0,0,0,1,0,1,0,0,0,0
20823,Elasticsearch;Oracle;SQLite,1,0,1,0,0,0,1,0,0,0,0,0,0,0
20824,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20825,MongoDB;MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,1,0,0,0,0
20826,MongoDB;MySQL;SQLite,0,0,0,1,0,0,1,0,0,1,0,0,0,0
20827,MariaDB;Microsoft SQL Server;Oracle;PostgreSQL;SQLite,0,1,1,0,1,0,1,1,0,0,0,0,0,0
20828,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20829,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20830,Elasticsearch;Firebase;Redis,1,0,0,0,0,1,0,0,1,0,0,0,0,0
20831,Elasticsearch;MariaDB;MySQL;PostgreSQL;SQLite,1,0,0,1,1,0,1,1,0,0,0,0,0,0
20832,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20833,MongoDB;MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,0,0,1,0,0,0,0
20834,MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,0,0,0,0,0,0,0
20835,Firebase;SQLite,0,0,0,0,0,0,1,0,1,0,0,0,0,0
20836,Firebase;Microsoft SQL Server;MongoDB;MySQL;SQLite,0,1,0,1,0,0,1,0,1,1,0,0,0,0
20837,Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,0,1,0,1,1,0,1,1,1,1,0,0,0,0
20838,Firebase;MySQL;SQLite,0,0,0,1,0,0,1,0,1,0,0,0,0,0
20839,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20840,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20841,Microsoft SQL Server;MySQL;Redis,0,1,0,1,0,1,0,0,0,0,0,0,0,0
20842,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20843,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20844,IBM DB2;Microsoft SQL Server;MySQL,0,1,0,1,0,0,0,0,0,0,1,0,0,0
20845,MariaDB;MongoDB;MySQL;PostgreSQL;SQLite,0,0,0,1,1,0,1,1,0,1,0,0,0,0
20846,Firebase;Microsoft SQL Server;MySQL;Oracle;SQLite,0,1,1,1,0,0,1,0,1,0,0,0,0,0
20847,Firebase;MongoDB;MySQL,0,0,0,1,0,0,0,0,1,1,0,0,0,0
20848,DynamoDB;Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,0,0,0,1,0,0
20849,MariaDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite,0,1,1,1,1,1,1,1,0,0,0,0,0,0
20850,DynamoDB;Elasticsearch;MariaDB;MySQL;Oracle,1,0,1,1,0,0,0,1,0,0,0,1,0,0
20851,Cassandra;DynamoDB;MySQL;PostgreSQL;Redis;SQLite,0,0,0,1,1,1,1,0,0,0,0,1,1,0
20852,PostgreSQL;Redis,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20853,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20854,Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle,0,1,1,1,0,0,0,0,1,1,0,0,0,0
20855,Elasticsearch;Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite,1,1,0,0,1,1,1,0,0,1,0,0,0,0
20856,Firebase;MySQL;SQLite,0,0,0,1,0,0,1,0,1,0,0,0,0,0
20857,Elasticsearch;MySQL;Oracle;PostgreSQL,1,0,1,1,1,0,0,0,0,0,0,0,0,0
20858,Elasticsearch;MongoDB;MySQL;SQLite,1,0,0,1,0,0,1,0,0,1,0,0,0,0
20859,Firebase,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20860,PostgreSQL,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20861,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20862,Microsoft SQL Server;Oracle;PostgreSQL,0,1,1,0,1,0,0,0,0,0,0,0,0,0
20863,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20864,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20865,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20866,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL,0,1,0,1,1,0,0,1,0,0,0,0,0,0
20867,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20868,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20869,DynamoDB;MongoDB;MySQL;Oracle;SQLite,0,0,1,1,0,0,1,0,0,1,0,1,0,0
20870,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20871,Firebase;MongoDB;MySQL;SQLite,0,0,0,1,0,0,1,0,1,1,0,0,0,0
20872,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20873,MongoDB;MySQL;Oracle,0,0,1,1,0,0,0,0,0,1,0,0,0,0
20874,MariaDB;MongoDB;SQLite,0,0,0,0,0,0,1,1,0,1,0,0,0,0
20875,Firebase,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20876,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20877,Microsoft SQL Server,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20878,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,0,1,0,1,1,0,1,0,0,0,0,0,0,0
20879,Firebase;Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,1,0,0,0,0,0
20880,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20881,MongoDB;Oracle,0,0,1,0,0,0,0,0,0,1,0,0,0,0
20882,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20883,Cassandra;DynamoDB;Elasticsearch;Microsoft SQL Server;MongoDB;Redis,1,1,0,0,0,1,0,0,0,1,0,1,1,0
20884,Couchbase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,0,1,0,1,1,0,1,1,0,1,0,0,0,1
20885,Microsoft SQL Server;MongoDB;SQLite,0,1,0,0,0,0,1,0,0,1,0,0,0,0
20886,Cassandra;Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,1,1,1,1,1,0,1,1,0,1,0,0,1,0
20887,MongoDB,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20888,MongoDB;MySQL;SQLite,0,0,0,1,0,0,1,0,0,1,0,0,0,0
20889,Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,0,0,0,0,0,0
20890,Firebase;Microsoft SQL Server;MySQL;SQLite,0,1,0,1,0,0,1,0,1,0,0,0,0,0
20891,MongoDB;MySQL,0,0,0,1,0,0,0,0,0,1,0,0,0,0
20892,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20893,Elasticsearch;PostgreSQL,1,0,0,0,1,0,0,0,0,0,0,0,0,0
20894,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20895,MySQL;SQLite,0,0,0,1,0,0,1,0,0,0,0,0,0,0
20896,Elasticsearch;MySQL;PostgreSQL;Redis,1,0,0,1,1,1,0,0,0,0,0,0,0,0
20897,MySQL,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20898,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,0,1,0,1,1,0,1,1,0,1,0,0,0,0
20899,MySQL;PostgreSQL,0,0,0,1,1,0,0,0,0,0,0,0,0,0
